custid,평균구매가격,평균할부개월수,내점일수,수입상품_구매비율,주말방문비율,주구매코너,아침구매액,점심구매액,저녁구매액,봄구매액,여름구매액,가을구매액,겨울구매액,구매브랜드가치,gender
100084,80543,2.3,16,3.2,43.8,18,1127601.0967741935,724886.4193548388,644343.4838709678,724886.4193548388,483257.6129032258,322171.7419354839,966515.2258064516,1691401.6451612904,0
100085,82230,1.8,60,7.9,30.0,14,5591642.236842105,5180492.072368422,1726830.690789474,3124741.25,3289201.3157894737,2713591.085526316,3371431.348684211,3782581.513157895,0
100086,82476,2.0,21,15.6,38.1,12,0.0,2061888.888888889,1649511.111111111,659804.4444444445,1154657.7777777778,1484560.0,412377.77777777775,2474266.666666667,0
100087,137039,2.2,14,23.3,14.3,24,1644464.4000000001,1370387.0,1096309.6,685193.5,2329657.9,959270.9,137038.7,2740774.0,0
100088,112674,2.1,26,19.1,61.5,7,112674.46808510637,4168955.3191489363,1014070.2127659575,2028140.425531915,1915465.9574468087,1239419.1489361702,112674.46808510637,2929536.170212766,0
100089,83500,3.0,1,0.0,0.0,13,0.0,0.0,167000.0,167000.0,0.0,0.0,0.0,167000.0,0
100090,535775,5.7,15,5.0,6.7,5,3214650.0,5357750.0,2143100.0,3214650.0,2143100.0,3750424.9999999995,1607325.0,5357750.0,0
100091,296836,2.2,5,12.5,60.0,5,0.0,2077848.5,296835.5,593671.0,296835.5,1187342.0,296835.5,2374684.0,0
100092,78250,4.2,16,7.9,43.8,15,704250.0,2034500.0,234750.0,1017250.0,391250.0,782500.0,782500.0,1565000.0,0
100093,147555,2.0,11,16.1,36.4,13,0.0,3393761.290322581,1180438.7096774194,2951096.774193548,0.0,442664.51612903224,1180438.7096774194,2951096.7741935486,0
100094,37860,1.0,4,0.0,0.0,11,0.0,113580.0,75720.0,75720.0,0.0,37860.0,75720.0,151440.0,0
100095,86365,2.1,18,3.9,55.6,14,950011.549019608,1900023.098039216,1554564.3529411766,172729.3725490196,431823.43137254904,1554564.3529411766,2245481.843137255,1727293.7254901961,0
100096,76077,1.0,7,23.1,71.4,24,228230.76923076925,304307.6923076923,456461.5384615385,380384.61538461543,0.0,152153.84615384616,456461.5384615385,836846.1538461539,0
100097,60047,1.8,20,2.1,60.0,11,360279.7021276595,1381072.1914893617,1080839.1063829786,780606.0212765958,480372.93617021275,480372.93617021275,1080839.1063829786,1381072.1914893617,0
100098,81162,1.1,9,12.5,33.3,13,81162.5,1136275.0,81162.5,649300.0,0.0,243487.5,405812.5,892787.5,0
100099,143723,3.4,26,41.7,46.2,13,143723.33333333334,6611273.333333334,1868403.3333333335,2587020.0,1580956.6666666665,2730743.333333333,1724680.0,4455423.333333334,0
100100,57935,2.5,10,11.8,40.0,11,115870.58823529411,695223.5294117647,173805.88235294117,115870.58823529411,289676.4705882353,405547.0588235294,173805.88235294117,695223.5294117647,0
100101,17443,2.1,5,42.9,0.0,24,17442.714285714286,52328.142857142855,52328.142857142855,34885.42857142857,0.0,17442.714285714286,69770.85714285714,87213.57142857143,0
100102,61500,2.5,7,0.0,0.0,5,0.0,369000.0,123000.0,307500.0,61500.0,61500.0,61500.0,369000.0,0
100103,156000,3.0,1,100.0,0.0,24,0.0,156000.0,0.0,0.0,0.0,0.0,156000.0,156000.0,0
100104,117314,2.6,9,28.6,0.0,24,351942.8571428571,938514.2857142857,351942.8571428571,234628.57142857142,351942.8571428571,0.0,1055828.5714285716,1407771.4285714286,0
100105,194333,2.3,2,33.3,50.0,19,388666.6666666666,194333.3333333333,0.0,194333.3333333333,388666.6666666666,0.0,0.0,583000.0,0
100106,43877,1.3,30,25.9,63.3,24,175509.6296296296,1667341.4814814816,526528.8888888889,438774.07407407404,526528.8888888889,745915.925925926,658161.1111111111,1579586.6666666667,0
100107,59307,1.2,21,26.9,42.9,14,415146.8461538461,1008213.7692307692,118613.38461538462,474453.5384615385,533760.2307692308,237226.76923076925,296533.46153846156,533760.2307692308,0
100108,54458,2.2,25,0.0,44.0,12,163373.68421052632,1361447.3684210528,544578.947368421,217831.5789473684,1089157.894736842,435663.1578947368,326747.36842105264,1306989.4736842106,0
100109,61523,1.4,17,5.0,11.8,14,61523.350000000006,1045896.95,123046.70000000001,184570.05,123046.70000000001,676756.8500000001,246093.40000000002,615233.5,0
100110,50417,1.3,3,16.7,66.7,13,50416.666666666664,252083.33333333334,0.0,0.0,50416.666666666664,201666.66666666666,50416.666666666664,302500.0,0
100111,164769,1.3,7,21.4,28.6,24,0.0,2306767.0,0.0,823845.3571428572,329538.14285714284,329538.14285714284,823845.3571428572,1977228.857142857,0
100112,142992,1.6,36,16.9,36.1,14,1572909.6144578315,7435572.722891566,2859835.6626506024,3145819.228915663,2144876.746987952,3288811.012048193,3288811.012048193,5147704.192771084,0
100113,61935,1.5,13,5.9,53.8,3,123870.58823529411,867094.1176470588,61935.294117647056,371611.76470588235,309676.4705882353,185805.88235294117,185805.88235294117,805158.8235294117,0
100114,67267,1.0,3,33.3,0.0,12,0.0,67266.66666666666,134533.3333333333,67266.66666666666,134533.3333333333,0.0,0.0,201800.0,0
100115,95761,1.4,16,27.9,56.2,14,1149133.3953488371,2010983.441860465,957611.1627906977,1915222.3255813953,1053372.2790697676,287283.3488372093,861850.046511628,1819461.2093023257,0
100116,146800,2.8,9,11.1,55.6,9,146800.0,1761600.0,734000.0,880800.0,293600.0,0.0,1468000.0,2495600.0,0
100117,192762,2.0,6,62.5,0.0,24,192762.5,1156575.0,192762.5,192762.5,963812.5,0.0,385525.0,1349337.5,0
100118,43536,1.5,90,7.9,22.2,14,391821.36125654454,5224284.816753927,2699213.821989529,2176785.340314136,1872035.392670157,2481535.287958115,1784963.9790575916,2133249.6335078534,0
100119,26350,1.0,2,50.0,50.0,24,26350.0,0.0,79050.0,105400.0,0.0,0.0,0.0,105400.0,0
100120,73390,2.4,28,15.4,17.9,24,660505.8461538462,3302529.2307692305,807284.9230769231,807284.9230769231,1467790.7692307692,2128296.6153846155,366947.6923076923,2862192.0000000005,0
100121,150542,1.8,4,16.7,50.0,12,0.0,1655958.3333333333,150541.66666666666,1354875.0,451625.0,0.0,0.0,1354875.0,0
100122,95783,1.7,5,16.7,0.0,14,0.0,478915.8333333334,95783.16666666666,95783.16666666666,95783.16666666666,287349.5,95783.16666666666,383132.6666666667,0
100123,177167,3.0,2,66.7,100.0,24,0.0,708666.6666666666,354333.3333333333,1063000.0,0.0,0.0,0.0,708666.6666666666,0
100124,87463,2.0,62,13.2,30.6,14,699703.2066115703,7259420.768595042,2623887.0247933883,4023293.438016529,612240.305785124,2886275.727272727,3061201.5289256196,5335236.950413222,0
100125,71354,1.6,13,0.0,38.5,14,214062.44999999998,1213020.55,0.0,642187.35,214062.44999999998,142708.30000000002,428124.89999999997,713541.5,0
100126,284400,9.8,3,0.0,0.0,13,284400.0,1137600.0,0.0,1422000.0,0.0,0.0,0.0,1137600.0,0
100127,55373,1.4,14,6.9,42.9,14,498361.3448275862,1107469.655172414,0.0,941349.2068965517,221493.93103448275,221493.93103448275,221493.93103448275,775228.7586206896,0
100128,58310,1.2,25,30.0,36.0,24,349860.0,1632680.0,349860.0,816340.0,641410.0,408170.0,466480.0,991270.0,0
100129,157056,3.0,5,33.3,20.0,11,0.0,1099388.888888889,314111.11111111107,157055.55555555553,785277.7777777779,0.0,471166.6666666666,1099388.888888889,0
100130,88621,3.2,16,2.4,43.8,15,88620.87804878049,1152071.4146341463,2392763.7073170734,354483.51219512196,1152071.4146341463,620346.1463414634,1506554.9268292682,2392763.7073170734,0
100131,62000,3.0,1,0.0,0.0,3,0.0,124000.0,0.0,0.0,0.0,124000.0,0.0,124000.0,0
100132,35791,1.1,11,4.5,45.5,14,178955.9090909091,214747.09090909088,393703.0,71582.36363636363,393703.0,178955.9090909091,143164.72727272726,501076.5454545454,0
100133,97225,1.5,2,0.0,50.0,12,97225.0,291675.0,0.0,0.0,291675.0,97225.0,0.0,388900.0,0
100134,88479,1.8,25,2.1,48.0,11,1150229.1666666665,2654375.0,442395.8333333334,1150229.1666666665,1504145.8333333335,973270.8333333333,619354.1666666667,2123500.0,0
100135,73307,1.9,35,5.6,45.7,13,293226.05555555556,3958551.75,1026291.1944444445,1392823.763888889,1319517.25,1246210.736111111,1319517.25,3078873.5833333335,0
100136,505187,1.8,37,13.8,43.2,14,1010373.0344827586,30816377.55172414,12124476.413793104,7577797.758620691,10103730.344827587,21217833.724137932,5051865.172413793,20207460.689655174,0
100137,158000,4.2,3,25.0,100.0,12,0.0,158000.0,474000.0,0.0,0.0,474000.0,158000.0,632000.0,0
100138,71472,1.5,15,3.1,20.0,24,714718.75,1072078.125,500303.125,714718.75,643246.875,857662.5,71471.875,1429437.5,0
100139,122391,2.0,25,22.6,32.0,24,1101518.4905660376,5140419.622641509,244781.88679245283,3794119.245283019,1835864.1509433961,611954.7169811322,244781.88679245283,3671728.3018867923,0
100140,48265,1.2,10,5.9,40.0,24,96529.76470588235,723973.2352941176,0.0,48264.882352941175,48264.882352941175,386119.0588235294,337854.1764705882,386119.0588235294,0
100141,51626,1.7,17,5.6,11.8,12,361378.8888888889,413004.44444444444,154876.66666666666,206502.22222222222,258127.77777777778,206502.22222222222,258127.77777777778,671132.2222222222,0
100142,27300,1.4,2,40.0,50.0,14,0.0,136500.0,0.0,81900.0,0.0,54600.0,0.0,109200.0,0
100143,119333,2.3,4,16.7,50.0,24,119333.33333333333,477333.3333333333,119333.33333333333,238666.66666666666,119333.33333333333,0.0,358000.0,477333.3333333333,0
100144,69430,1.6,11,5.0,0.0,13,1041450.0,347150.0,0.0,486009.99999999994,0.0,277720.0,624870.0,902590.0,0
100145,101474,2.4,18,18.4,55.6,8,2942736.8421052634,710315.7894736842,202947.3684210526,405894.7368421052,913263.1578947367,1623578.947368421,913263.1578947367,2130947.3684210526,0
100146,65898,2.0,10,0.0,10.0,19,0.0,1054376.0,0.0,461289.5,461289.5,65898.5,65898.5,395391.0,0
100147,43772,1.4,32,2.4,46.9,13,0.0,1050520.0,787890.0,350173.3333333333,306401.6666666666,525260.0,656575.0,1225606.6666666665,0
100148,58330,1.9,15,0.0,26.7,14,0.0,408306.6296296296,1166590.3703703703,233318.07407407407,408306.6296296296,0.0,933272.2962962963,758283.7407407408,0
100149,100448,2.3,47,7.1,40.4,9,2209855.4823529413,6026878.588235294,301343.9294117647,1808063.576470588,3214335.2470588237,2109407.505882353,1406271.6705882354,4921950.847058823,0
100150,117271,1.7,6,0.0,50.0,11,0.0,2462682.75,820894.25,351811.8214285714,0.0,2345412.1428571427,586353.0357142857,1876329.7142857143,0
100151,27338,1.5,15,0.0,60.0,12,164025.7142857143,355389.04761904763,54675.23809523809,136688.09523809524,164025.7142857143,109350.47619047618,164025.7142857143,382726.6666666666,0
100152,71942,2.4,19,39.3,5.3,24,1151080.0,791367.5,71942.5,647482.5,575540.0,143885.0,647482.5,1079137.5,0
100153,106984,2.0,12,3.0,25.0,14,1711737.696969697,1497770.4848484849,320950.8181818182,320950.8181818182,2032688.5151515154,855868.8484848485,320950.8181818182,1711737.696969697,0
100154,125637,2.0,26,22.0,3.8,24,4774199.92,1507642.0799999998,0.0,628184.2000000001,1005094.72,2261463.12,2387099.96,2889647.32,0
100155,63093,1.8,12,6.7,75.0,3,0.0,694026.6666666666,252373.33333333334,189280.0,252373.33333333334,126186.66666666667,378560.0,820213.3333333334,0
100156,87925,2.5,11,0.0,45.5,12,0.0,1758500.0,351700.0,439625.0,439625.0,439625.0,791325.0,1670575.0,0
100157,75780,2.0,7,10.0,100.0,24,227340.0,530460.0,0.0,151560.0,378900.0,227340.0,0.0,606240.0,0
100158,87400,1.6,7,10.0,14.3,24,611800.0,961400.0000000001,174800.0,1748000.0,0.0,0.0,0.0,1223600.0,0
100159,36718,1.8,27,9.6,74.1,12,220306.15384615384,1358554.6153846155,330459.23076923075,257023.84615384616,330459.23076923075,624200.7692307692,697636.1538461538,734353.8461538461,0
100160,113309,1.9,30,2.4,30.0,14,453234.8571428571,2152865.5714285714,2152865.5714285714,793161.0,1812939.4285714284,1019778.4285714285,1133087.1428571427,2946026.5714285714,0
100161,128109,2.3,7,11.1,28.6,17,512434.6666666666,640543.3333333334,0.0,384326.0,384326.0,256217.3333333333,128108.66666666666,1024869.3333333334,0
100162,70485,1.6,43,23.5,16.3,24,775330.5102040817,2819383.673469388,3312775.8163265307,1198238.0612244897,2466960.7142857146,1832599.3877551022,1409691.836734694,4581498.469387755,0
100163,23823,1.1,7,6.2,85.7,14,23823.125,238231.25,119115.625,214408.125,0.0,71469.375,95292.5,190585.0,0
100164,133850,1.4,53,6.4,43.4,9,1472348.7307692308,4818595.846153846,4149346.423076923,2409297.923076923,2007748.2692307692,4015496.5384615385,2007748.2692307692,5353995.384615385,0
100165,58905,2.2,19,0.0,42.1,14,117809.82857142857,1649337.6,294524.5714285714,589049.1428571428,824668.8,530144.2285714286,117809.82857142857,765763.8857142858,0
100166,80613,1.4,15,25.6,53.3,24,725515.3846153846,1934707.6923076925,483676.9230769231,725515.3846153846,80612.82051282052,967353.8461538462,1370417.9487179487,2095933.3333333335,0
100167,22088,1.0,13,5.3,0.0,14,110440.7894736842,110440.7894736842,198793.42105263157,242969.73684210528,66264.47368421052,22088.15789473684,88352.63157894736,287146.052631579,0
100168,23412,1.3,114,3.0,39.5,14,398008.7682926829,866254.3780487805,2575350.853658537,842842.0975609756,1123789.463414634,1030140.3414634147,842842.0975609756,398008.76829268294,0
100169,60305,1.7,72,7.3,36.1,14,361830.5806451613,1869458.0,5246543.419354839,2653424.2580645164,1507627.4193548386,964881.5483870967,2351898.7741935486,2894644.64516129,0
100170,192099,2.5,5,12.5,0.0,15,0.0,1536790.0,0.0,384197.5,192098.75,384197.5,576296.25,1536790.0,0
100171,73187,1.8,10,18.2,70.0,12,219561.81818181818,951434.5454545455,439123.63636363635,439123.63636363635,0.0,585498.1818181819,585498.1818181819,1170996.3636363635,0
100172,23156,1.7,8,44.4,0.0,24,0.0,92622.22222222222,115777.77777777778,115777.77777777778,46311.11111111111,0.0,46311.11111111111,92622.22222222222,0
100173,123730,1.6,78,16.8,29.5,14,1484757.67539267,19796769.0052356,2350866.3193717278,4825462.445026178,8166167.214659685,5567841.282722513,5072922.057591623,6805139.345549738,0
100174,67676,1.4,9,30.0,0.0,14,135351.80000000002,473731.3,67675.90000000001,203027.69999999998,270703.60000000003,67675.90000000001,135351.80000000002,338379.5,0
100175,109839,3.6,40,10.3,32.5,11,1098389.6551724137,3405007.931034483,5052592.413793104,4942753.448275862,549194.8275862068,1537745.5172413792,2526296.206896552,5711626.206896552,0
